place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,5fbd48bb12fda1691c30c7c939e324bf,5,"I liked it, a lot, it was like taking a trip back in time to my childhood when I was with my parents, walking down the ground floor towards the back, passing through a somewhat murky and mysterious hallway and suddenly a typical mouth balcony with T-shirts. Guerrin hanging and reaching the bottom where I find a beautiful still life full of paintings and an incredible pizza oven next to the sound of a bell announcing some birthday in the place, the place completely full of people, but super organized and its staff well predisposed hope everything goes well, then I went to the upper floor in a more traditional pizzeria atmosphere but preserving its magic and it was there where we had a delicious Guerrin pizza for dinner and then an incredible dessert!!!! I loved!!!!",28 minutes ago,,,,,0,62,119,True,"Me gusto, mucho, fue como hacer un viaje en el tiempo a mi ninez cuando iba con mis padres, recorrer la planta baja hacia el fondo, pasando por un pasillo algo turbio y misterioso y de repente un tipico balcon de la boca con remeras de Guerrin colgadas y llegar al fondo donde me encuentro con un hermoso bodegon llego de cuadros y un horno en pizzero increible junto al sonido de una campana anunciando algun cumpleanos en el lugar, el lugar totalmente repleto de personas, pero super organizado y su personal bien predispuesto a que todo salga bien, luego fui a la planta alta en un ambiente mas de pizzeria tradicional pero conservando su magia y fue alli donde cenamos un riquisima pizza Guerrin y luego en un increible postre!!!! Me encanto!!!!",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,217a44820d9461a092cfaa78041b57d2,4,,an hour ago,,,,,0,10,,False,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,4b3ef0242f6613f64e1cdb31ee486e5b,5,"Delicious pizza without a doubt, the service is rather bad",2 hours ago,,,,,0,94,,True,"Deliciosa pizza sin duda, el servicio es mas bien malito",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,658e03989730cb8e90820407fa2c0b32,5,,3 hours ago,,,,,0,14,,False,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,b35fbac93d32eab096eb483aee41de81,5,,4 hours ago,,,,,0,30,354,True,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,e79389a86ff171fac4b644afa8c54231,3,I didnt like the very white pizza with no floor and little face.,6 hours ago,,,,,0,36,410,True,No me gusto la pizza muyy blanca sin piso y carito,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,b6a4adad32f176e8fe7309fd76f87c90,5,"Everything is tremendous. The young man Beto is a genius, one of the best young men in my life. Very attentive, kind, and above all, a good person. We will return only and only if the",7 hours ago,,,,,0,2,,False,"Tremendo todo. El mozo Beto un genio, de los mejores mozos de mi vida. Muy atento, amable , y por sobre todas las cosas , buena persona. Volveremos solamente y unicamente si nos atiende el",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,9bc37414bde25ec905cb32128bc3e55d,4,,7 hours ago,,,,,0,2,1,False,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,352a601386869cfb44c82f53c89571ae,5,,7 hours ago,,,,,0,15,5,True,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,fe710306fe879cb322fb719d5288a9f9,3,"After 20 minutes of waiting at the table, the drink was heated and we had to wait another 15 minutes after complaining to the manager. The piece is very delicious and very expensive, a pot and a beer $22,800",7 hours ago,,,,,0,60,60,True,"Despues de 20minutos de espera en la mesa se calento la bebida y tuvimos que esperar otros 15 minutos mas luego de la queja con el encargado. La pieza es muy rica y muy cara, un poza y una cerveza $ 22.800",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,96e8148c430aa937531bd1ba916b02b6,5,,7 hours ago,,,,,0,,,,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,76b9412ffb4e957f28128f3f2846c6d8,5,,7 hours ago,,,,,0,1,,False,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,22bb50d5633577c251f3155190983fa5,5,"Excellent attention!!! BETO attended to us! A 10 EVERYTHING, SUPER EDUCATED AND ATTENTIVE!",8 hours ago,,,,,0,41,618,True,,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,53a351ecb6e58db18e441e39d268f558,5,"Beto attended to us, I would take him to my house, very friendly and very attentive. I strain an olive but nothing happens.",8 hours ago,,,,,0,1,,False,"Nos atendio Beto, me lo llevaria a mi casa, muy amable y muy atento. Me afano una aceituna pero no pasa nada.",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,b3a7ff0ca68c7736ce62cc9e92198e0e,5,Name: Beto,8 hours ago,,,,,0,1,,False,Nombre : Beto,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,07d4ad13e9912fcfddc6d67439ae5e9d,5,"Beto, number 1, a boss",8 hours ago,,,,,0,1,2,False,"Beto, el numero 1, un capo",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,2f0f1ba3acc5f2359dec87fcb3dc9cdc,5,"Without a doubt, the best pizza in Argentina. Beto, the best guy Kid-friendliness: Yeah",8 hours ago,,,,,0,1,,False,"Sin dudas, la mejor pizza de Argentina. Beto, el mejor mozo Kid-friendliness: Si",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,2dc76f2aa5bd4c5fef85fe734ea9655b,4,"Very delicious pizza, Beto the waiter served us very well, a genius...",8 hours ago,,,,,0,26,3,False,"Muy rica pizza, Beto el mozo nos atendio muy bien, un genio...",
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,aa71f732af093c91790ea82210cd41e5,5,Beto the best guy,8 hours ago,,,,,0,1,,False,Beto el mejor mozo,
ChIJm86rLcTKvJURjRPk21bRoro,Pizzeria Guerrin,bf26e94787c23207474e7385ee3b9d3f,5,Beto the best waiter Parking: Okay,8 hours ago,,,,,0,4,,False,,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,c524b0a6ddf00fa177d25b36b9146f92,5,"The friendliness of the waiters is something that deserves a separate mention. We ate the famous Neapolitan Milanese, very delicious and huge! It is to share in a group",47 minutes ago,,,,,0,62,152,True,"La amabilidad de los mozos es algo que merece una mencion aparte. Comimos la famosa milanesa a la napolitana, muy rica y es enorme! Es para compartir en grupo",
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,1faca314e1ac7969b2408339e8969887,5,"Spectacular restaurant. Its so cheap and the food is so good that you have to go half an hour before it opens because otherwise youll be waiting an hour. There is an impressive queue outside. If you dont want to wait, you buy the same food at their rotisserie next door and dont wait for anything.",17 hours ago,,,,,0,110,189,True,Espectacular restaurante. Es tan barato y se come tan bien que hay que ir media hora antes de que abra porque sino estas una hora esperando. Se hace una cola impresionantes afuera. Si no queres esperar compras la misma comida en su rotiseria que esta al lado y no esperas nada.,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,81ada04c235085ef868a3c5d18498f9b,5,,20 hours ago,,,,,0,44,,True,,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,b8676298dcfb1e04029398a5aec3b662,5,"The Neapolitan Milanese is very delicious, very filling and delicious, the place is pleasant, good service, the bad thing is the too much wait in the place, but it is worth the time to eat...!!",a day ago,,,,,0,8,2,False,"Muy rico la milanesa napolitana , muy contundente y rico, agradable el lugar , buena atencion, lo malo es la demasiada espera en el lugar, pero vale la pena el tiempo para comer...!!",
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,73a8773474b8c9409b78ea3bbbc38b5a,5,,a day ago,,,,,0,34,13,True,,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,1833a01f68530aba38934f726132e6c2,3,"I looked at many recommendations for this place that was the best Milanese in the world and that the food was super good. The truth is that it was too overrated, nothing to do with what we expected, the Milanese was good, crispy, rich, but to be the best in the world falls short. Furthermore, the worst thing was that we found terrible hair inside the Milanese, so much so that it made me sick to continue eating it. The service was quite good, we had a nice waiter, but from what I saw and read, there arent many like that. The atmosphere is quite simple, the truth is that you have to queue for 1 hour and a half to be eating in what seems like the eatery on the corner of my house... Lazy. I recommend you make a meat schnitzel at home because you dont have to wait in line for 1 hour and a half and thats it. Oh and the wifi didnt work, totally overrated.",a day ago,,,,,0,3,4,False,"Mire muchisimas recomendaciones de este lugar que era la mejor milanesa del mundo y que se comia super bien.. La verdad demasiado sobrevalorada nada que ver con lo que nos esperabamos, la milanesa estaba buena, crocante, rica, pero para ser la mejor del mundo se queda corta. Ademas lo peor fue que encontramos terrible pelo adentro de la milanesa, que hasta que me dio asco seguir comiendola. El servicio dentro de todo bastante bien nos toco un mozo copado pero por lo que estuve viendo y leyendo no hay muchos asi El ambiente bastante simple, la verdad hacer 1 hora y media de cola para estar comiendo en lo que pareciera el bodegon de la esquina de mi casa... Flojo. Te recomiendo hacerte una milanesa de carne en casa que no tenes que hacer 1 hora y media de cola y listo. Ah y no andaba el wifi, totalmente sobrevalorado.",
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,da548fd9a142d44d73c638eee4881091,4,We ordered the classic Milanese to share with two sides and it was delicious. Good quality price ratio. The only thing we went at 9:00 p.m. and went in for dinner at 11:20 p.m. Waiting kills you! I wouldnt go back because of the waiting time.,a day ago,,,,,0,14,6,False,,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,b8fef20980cecfaa764098e104c67204,5,Excellent meal. Reasonable prices. Generous portions to share,a day ago,,,,,0,9,6,False,Excelente comida. Precios razonables. Porciones abundantes para compartir,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,be344f33a86f0f7f69f3ab5fe635d98b,5,"The best of Bariloche, the supreme Neapolitan c fries, it was worth the wait, the best!!",a day ago,,,,,0,207,1231,True,"Lo mejor de Bariloche,la  suprema a la napolitana c fritas,valio la pena la espera,lo mejor!!",
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,a995ddb7c3a6e4fc606e600c6727b3a7,5,,a day ago,,,,,0,,,,,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,2209a8c2e3bae05e2e8d5d0b61d1d021,5,Perfect,a day ago,,,,,0,137,251,True,Perfecto,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,0c31aa12edc66843668b26c7492b38d8,4,There is never room and their rotisserie does not have all the restaurants dishes although they have good service on WhatsApp.,a day ago,,,,,0,62,,False,Nunca hay lugar y su rotiseria no tiene todos los platos del restaurante aunque tiene buena atencion por whatsapp.,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,597c050f3a4f7b16ee76fc67ba923324,3,"The food is good but its not worth the wait for the tremendous line outside as everyone says. The atmosphere is that of a typical restaurant with the kitchen visible. When we entered, they told us a little aggressively that they are in charge of locating people. In our case we didnt wait, we arrived at 8 and entered the opening along with the entire line (it was luck, otherwise we were going to leave). We ordered a Neapolitan Milanese that has a very good sauce and also the mozzarella that makes it very delicious. To begin with, the matambre and the tongue were nothing out of this world, we also ordered trout as the sauce was good. They put a panera and they dont charge for cover but it doesnt come with any sauce or butter, something that used to be a classic in Argentina but seems to be getting lost. The waiter did not treat us well, we asked him for suggestions but he did not help much, always bad vibes, I understand that he may be tired from his job but the place had just opened. The service is what I under my stars since it is not just the food that one looks for when going out to a place.",a day ago,,,,,0,71,158,True,"La comida es buena pero no vale la espera de la tremenda cola que se hace afuera como dicen todos. El ambiente es de un tipico bodegon con la cocina a la vista, al entrar de forma un poco agresiva nos dijeron que ellos se encargan de ubicar a la gente. En nuestro caso no esperamos, llegamos a las 8 y entramos en la apertura junto con toda la fila (fue suerte, sino nos ibamos a ir). Pedimos una milanesa napolitana que tiene una salsa muy buena y tambien la muzzarella que la hace ser muy rica. De entrada el matambre y la lengua no fue nada de otro mundo, ademas pedimos trucha que la salsa estaba buena. Ponen panera y no cobran cubierto pero no viene con ninguna salsa ni con manteca, algo que solia ser un clasico en argentina pero parece que se esta perdiendo. El mozo no nos atendio bien, le preguntamos sugerencia pero no ayudo mucho, siempre mala onda, yo entiendo que puede estar cansado de su trabajo pero el local acababa de abrir. El servicio es lo que bajo mis estrellas ya que no es solo la comida lo que uno busca cuando sale a un lugar.",
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,8fbfe283ea3f7af030431b0095f5300f,5,Excellent service and food! A Bariloche classic,a day ago,,,,,0,83,96,True,Excelente atencion y comida! Un clasico de Bariloche,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,f338e0ad687863d80519a16e2fe038c7,5,"One understands all the recognitions that this place received because it is honestly one of excellence. The dishes are abundant enough to share, the service is very fast and the waiters stand out for their warmth. The price-quality ratio is unbeatable. The negative aspects are the wait to enter (approximately 2 hours) and that they do not accept credit cards. I would return every time I return to Bariloche.",a day ago,,,,,0,25,,False,"Uno entiende todos los reconocimientos que recibio este lugar porque sinceramente es de excelencia. Los platos son abudantes como para compartir, el servicio es rapidisimo y los mozos se destacan por su calidez. La relacion precio-calidad es imbatible. Los aspectos negativos son la espera para ingresar (aproximadamente 2 horas) y que no aceptan tarjeta de credito. Volveria cada vez que regrese a Bariloche.",
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,ed553728beee43a048c18c6101ea65d9,5,Very delicious food. Very good attention. Esteban stands out for that.,2 days ago,,,,,0,23,1,False,Muy rica comida. La atencion muy buena. Esteban se destaca por aquello.,
ChIJZfumh2R7GpYRxgwiD4nfRTU,La Fonda del Tio,fa24f85284c394c8cdb024c02af9041d,5,"Its worth the wait, the dishes are super abundant and very delicious, very homemade. The attention of the waiters is very good, and in a place where the waiters are in aprons, the food and attention cannot be bad. Good old school.",2 days ago,,,,,0,11,13,False,"Vale la espera, los platos son super abundantes y muy ricos, bien caseros. La atencion de los mozos es muy buena, ya un lugar donde los meseros estan de delantal no puede ser mala la comida ni atencion. Bien de la vieja escuela.",
